x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
3044,827,2542,930,1127,276,3044,2240,2660,1148
2264,1746,2050,2133,3004,875,460,1910,1082,2996
1787,2058,2364,186,2030,2222,2316,2337,519,1572
1153,824,5,1413,1001,2611,340,915,722,257
2661,1878,1583,1810,955,3071,2766,2226,2584,1141
156,1730,1826,2648,2732,1088,91,312,947,359
2700,2437,666,426,1700,3017,1152,2576,2505,564
299,2429,322,2240,1490,2576,1259,307,1274,404
2240,1852,2352,2918,1116,3066,207,855,2360,1304
2339,2101,1579,547,2263,1100,2140,1299,946,1927
1292,2997,1841,2762,910,1483,234,1520,360,1143
2102,3006,3090,160,3106,960,2217,373,2336,3081
680,1855,2416,1467,159,210,1017,2870,1175,988
806,3116,1055,1821,478,2307,1461,2929,2100,2655
391,2108,2655,851,542,1885,2124,1573,1691,809
68,1792,2749,2179,1694,2338,1722,1090,2258,3047
1983,1205,2534,360,817,676,412,2072,1411,3042
1482,107,306,2845,2017,90,2524,2204,2561,1061
720,828,2819,1142,2631,2233,2908,584,2221,1679
2889,1258,2346,1433,2334,1152,1612,139,2991,896
1807,1473,31,1889,2160,1524,278,2044,713,1418
642,2754,144,1933,1440,860,1086,920,596,2284
2,124,3141,807,602,2933,592,2809,930,2261
2638,218,2523,354,1186,1232,610,92,2850,366
245,1287,2034,650,1507,564,3052,1524,1310,1964
1778,387,629,534,1536,2457,723,1517,2549,270
1135,1334,2407,2504,482,832,2794,2718,2394,1154
895,3016,225,1412,1272,761,692,2938,2196,960
2975,1406,2137,145,2025,789,2472,2122,1200,1149
2808,2405,125,2570,2524,1420,2048,1481,572,908
1307,2605,2244,1488,730,7,2121,1128,2192,2090
943,2329,1316,705,1899,1957,1886,948,2245,304
392,1096,1113,558,2601,1955,2905,1781,999,1006
2515,2662,1309,1209,756,1230,577,3061,372,112
2698,841,2348,505,2582,1124,1066,1343,1412,682
1742,1814,447,1138,1065,185,282,393,2451,1861
2921,1549,2823,2280,2188,2604,2671,1706,590,1674
2967,697,2715,835,2909,2625,1359,45,2049,2544
2277,338,2963,2058,916,431,1741,1597,280,414
1837,2791,1419,591,450,2173,2876,477,1289,2046
2981,3106,2990,965,2006,700,335,1248,1881,3022
135,1383,68,2117,2219,3098,1499,2361,2700,594
853,2598,2127,1069,1353,2814,1292,1514,2737,1670
423,1395,2452,1470,2866,2310,2995,2409,113,2696
242,355,3040,1084,2223,1049,2962,1202,321,2198
2460,18,468,681,2075,864,1208,1758,2023,1027
1804,3073,1307,77,2085,587,2199,782,3149,984
134,159,428,1227,2568,1789,343,731,1966,338
1233,1048,1222,2990,1509,833,2029,2399,266,3140
1415,2322,2389,460,1733,1680,1272,3107,2784,113
2566,1405,3004,3100,140,3042,1350,1680,1010,951
3140,1527,2739,2374,747,278,3049,318,1011,2578
2213,1552,1749,1154,791,2242,2704,1794,227,2833
1785,2061,1697,3003,2844,2623,2632,1003,1960,298
187,1529,2405,1075,88,629,956,847,2480,151
1129,2718,2183,989,1897,989,1435,2741,426,1341
2478,2577,2139,1615,2116,819,2349,1394,1069,329
1059,388,751,1498,2162,16,1240,2999,1817,760
1643,2920,2674,2084,2277,2413,2076,997,2576,1318
440,2621,1609,246,1559,917,823,1371,551,649
37,162,1603,174,2946,507,449,1612,2710,1048
418,851,2402,912,142,2524,3017,518,694,292
128,2445,1752,1277,1501,1027,1777,236,148,1041
1796,542,552,2474,2767,908,140,3112,2712,1630
1684,823,2410,2279,2387,1449,882,2140,630,2311
2781,580,2620,992,1182,1512,2010,2086,1178,1133
2468,1239,138,1727,62,1987,2764,147,844,805
1051,1122,3016,2366,1107,2794,959,2106,1952,2870
2429,1893,2297,2986,975,955,201,2378,344,1478
2090,2306,698,800,694,487,1847,2611,1530,1310
2523,672,991,2721,1556,2336,1442,1216,604,2481
2052,1439,795,2134,1336,2753,1863,1678,568,2067
674,2584,1154,2858,548,2947,1814,223,2036,2521
781,42,694,2049,1617,2787,2340,922,1269,2326
1913,1090,2666,1298,2493,415,2068,1041,800,530
902,517,2039,1837,2184,1837,1595,745,537,807
2077,737,33,2616,362,2682,2250,3052,2891,2954
2198,234,3023,1478,622,354,1296,2945,1196,3126
548,114,2660,1261,1191,2312,129,510,1971,1727
530,1659,3041,1268,211,1413,1693,880,359,1058
2546,2860,2942,1923,528,1372,2125,999,2944,2337
383,1392,1063,1870,2145,2263,1892,605,1884,858
1996,1592,1434,1603,749,2901,789,1742,2461,227
1384,918,286,1959,1305,42,186,1507,2553,2535
1762,363,167,769,2274,1720,290,2144,910,1601
1942,583,1735,2771,1724,3045,2231,1222,1517,2927
3117,661,1590,322,2736,1861,1480,907,1345,2007
2745,102,1236,2906,1856,3090,2232,182,880,1448
2008,212,3025,1582,2589,2217,1427,109,1051,2491
696,2865,1535,827,2685,1315,2268,77,2148,1004
1585,3075,1478,2067,1567,2977,2176,1438,1461,1788
2058,1448,520,2075,94,2882,3057,2189,176,926
2735,1012,2993,1966,527,1605,1262,2912,2573,1860
850,2365,1855,2684,1990,401,1406,2077,1185,1121
1234,1862,2936,2624,2764,1590,1738,1662,2327,1529
1004,1982,458,245,869,453,2355,2123,256,932
416,457,940,1468,2342,1193,1914,3016,334,3056
2718,840,3086,1726,480,2057,1103,951,1240,21
2874,386,716,2392,113,2735,1505,412,638,983
1818,885,2457,1220,2266,1638,432,336,245,684
361,1368,1013,46,985,2232,667,2199,1725,331
1326,2537,669,1068,258,811,2290,409,454,2752
1571,2753,2686,1611,445,1298,2959,1113,2698,1731
1817,2559,976,1706,1802,363,2966,1762,2293,1900
1593,2347,46,2687,812,413,2295,2977,1331,702
670,1156,2572,2376,337,76,2808,824,2039,2564
2456,1800,139,3084,2507,3107,2502,2022,3142,1566
747,330,1326,1891,1740,2713,1532,234,517,949
1523,201,609,230,879,2065,1363,3063,678,1081
1664,2473,1493,290,1120,954,2659,2190,2132,416
562,434,2688,1570,612,273,995,1532,2637,599
114,385,937,2745,1804,2766,3040,1182,1115,383
1124,160,1653,1231,226,1811,3084,3079,1565,1713
2614,2490,759,2761,1408,2487,2948,1091,129,3114
2303,852,2396,695,1728,35,712,239,1974,2533
2924,745,296,356,2134,2097,2298,1022,2379,880
1488,2130,347,3075,2538,135,223,1006,3114,253
824,3128,1576,205,2698,398,2572,405,928,2774
2882,582,3053,1224,2041,1091,2535,661,404,120
489,1378,2668,2664,3105,316,356,2392,3082,142
894,992,1703,295,1397,2817,161,1456,2647,1291
2504,2193,1561,2138,1577,411,971,1957,2484,1100
2250,2554,1822,566,71,2556,1941,813,2033,2516
1457,1116,1536,2701,875,2434,1598,2200,1916,2327
2371,2005,2916,18,1133,255,185,253,566,2254
287,2925,2612,225,375,1035,1765,1765,356,733
1583,1418,2802,573,205,1693,877,899,199,1245
2488,846,90,1853,57,2328,541,471,2706,125
2116,2109,2484,1854,2205,1305,148,963,1842,3006
334,268,2580,520,1994,920,1550,1127,1063,504
2072,89,2358,1120,3142,1189,678,916,1472,927
1854,1125,2619,684,2504,1986,2097,795,1833,662
1084,2866,2949,429,2953,1258,146,866,3131,1129
1366,2084,2914,1047,1247,1490,3075,2280,85,148
2526,1481,1100,2029,2925,3021,2095,102,2815,2275
1100,1320,2928,685,2125,508,1324,715,2786,144
1325,252,1119,962,1103,294,2819,1542,1024,2383
318,1198,2040,2262,1529,89,3135,2002,2433,876
905,700,2260,3121,887,155,346,1640,2233,1322
553,356,1863,2198,1482,1246,2701,2724,378,358
2270,3151,1587,862,1234,1633,1904,2660,2111,1417
693,415,1091,248,1606,2252,2370,651,2045,2588
2848,2195,1437,1951,2882,1015,2763,359,3078,3068
2011,1985,2783,2942,2703,2254,2482,194,340,2595
623,91,1034,1063,381,2087,3124,2737,3108,1627
1707,2831,1059,2242,2325,262,1652,2856,1525,2605
909,609,3126,1710,1543,2013,1759,1232,692,82
800,2487,2791,2007,396,2898,1622,36,2064,844
106,44,1061,385,398,2235,948,197,2377,2388
739,2003,1339,712,3065,2032,2158,1188,595,940
916,1098,1431,2437,2596,1601,2893,2814,2932,785
3061,1702,2268,2359,3078,2481,1000,2196,1476,551
2452,817,1767,2059,99,2989,2319,2389,1529,1227
1214,393,1721,557,2787,2676,274,1295,1716,738
2920,1560,54,1552,15,196,2703,2607,2822,2972
907,2047,1226,2935,3066,551,2270,2008,1166,2584
18,2179,2381,250,2643,2026,3093,2726,609,1428
3013,991,585,2533,2954,2475,549,1359,1911,1089
1312,2138,2972,2006,2097,1904,1912,2347,1038,2110
1072,1613,800,3074,1064,1284,2223,3102,846,1814
2602,1572,56,1583,1494,1213,615,2645,2333,2687
1026,2654,1848,1147,625,1762,2933,2251,1184,2233
1526,2397,1227,2636,3035,2840,3008,2101,1616,470
1357,677,869,2991,1726,2523,2338,1725,1703,311
718,801,2432,2677,429,1865,1851,2651,1535,817
708,274,533,400,537,418,2379,1280,219,3030
738,1014,230,3115,1520,643,124,2108,2782,241
2659,2968,283,1917,387,1999,3069,1671,1215,1967
3113,1391,2765,2639,2051,2758,55,2669,2730,1603
2674,2959,2371,2839,621,859,649,422,1590,961
138,2384,649,3140,162,1753,1821,2118,2112,1063
1662,408,34,1098,168,560,3014,703,2428,2062
901,2766,364,278,894,221,1695,2783,460,1488
1749,2098,2392,2425,2212,1511,2228,361,1111,501
1272,230,2980,2166,1443,3091,3129,1050,555,2574
994,1645,2995,519,1805,666,2168,50,2127,963
2413,2673,259,2681,1926,423,1927,1173,1627,381
1755,1768,492,2235,433,1663,2106,3148,2284,2213
239,1724,2650,1794,176,320,1575,2288,2244,557
1263,2332,1829,1057,1441,1875,2973,2668,2442,2375
1096,397,1151,2964,2365,502,675,863,1417,3127
2964,1850,2090,2201,1277,2234,243,1973,3136,22
1403,2634,483,1003,546,2770,1565,1033,845,286
176,1861,2870,304,1297,1965,2618,3072,2796,1924
2324,2334,2775,2175,2497,2527,1589,1650,2995,1175
157,2752,995,3019,538,3084,975,1976,2757,146
1990,27,1592,1766,2247,2519,1626,784,979,2715
1196,642,3069,1201,909,1261,87,244,298,1535
2736,1753,405,1437,896,1173,2315,212,2457,709
728,2357,1943,2880,2741,2202,455,2126,825,964
2311,769,1413,365,1771,3150,2468,2171,377,2888
3126,2881,1808,2563,1106,1951,224,700,506,194
842,263,441,2985,1904,847,1878,2188,444,2179
94,1639,1406,777,18,2330,2394,1245,1482,3076
811,15,946,1409,607,3008,3106,3121,669,3122
1604,2032,536,2720,725,671,2308,375,2269,1998
2999,1651,2067,1528,357,1976,1055,551,1176,246
830,1151,1369,1205,2431,2245,2918,3130,1232,2877
276,2507,888,49,1973,2831,2267,1776,1575,2438
1805,2096,2289,743,665,2356,1895,1110,2529,2512
2120,1817,1049,3056,2914,2500,18,3051,1394,1989
585,1140,2208,326,1077,1671,1796,3058,818,2130
3037,3125,2430,1356,754,129,851,2488,1554,1166
711,2899,1275,2501,1940,1216,1486,1571,8,1283
2081,401,2318,1993,1431,1431,3031,2084,2383,2020
93,868,1159,214,1592,1406,1858,1917,2885,1951
537,1612,2907,2675,2663,979,2950,251,770,215
2548,1410,1192,3124,2016,1526,2869,1510,1136,1152
3050,2714,1866,2457,1069,3082,2086,2882,2951,2665
2683,2813,312,1978,2064,1848,2030,1883,2745,280
1492,1923,1188,1258,877,2380,444,1424,2977,3010
1114,2729,2222,722,305,1780,946,1431,1442,1742
35,2324,211,1638,2707,2613,2053,1538,2372,1164
965,605,2424,855,1003,1747,463,2787,3010,592
2692,3045,2540,568,701,67,1734,842,2022,47
2886,641,313,2974,561,2647,1169,1660,1939,2737
784,2721,2864,737,2920,1187,2323,1812,1723,2936
1739,1071,2831,1670,1295,2665,2423,2871,2965,1311
184,103,1016,1531,2618,362,915,2407,1519,2460
263,1181,802,389,889,319,2883,240,1924,2193
2367,2670,148,1112,2015,1395,418,1509,40,2157
2581,2956,1854,2322,2177,3120,2529,3002,1670,275
206,664,2051,1878,133,1970,41,2822,482,1865
2662,1983,778,1380,2045,528,1328,831,785,959
1795,2099,645,1323,1983,470,2283,1396,2452,2238
2751,2021,1414,1738,575,2924,2274,2699,427,2623
2987,2668,1559,2093,2003,2980,126,2484,2535,753
2312,820,2855,128,555,18,862,1556,2978,2320
1487,85,1264,2716,1123,1930,2130,3034,2927,1611
1121,649,1558,1074,2135,2538,1137,1871,2491,3103
1067,849,2653,329,2960,565,1428,2282,45,445
844,2354,2322,1420,1179,695,476,2885,418,1870
2088,720,2126,676,379,2347,1248,1177,421,3048
1722,624,2725,1024,2072,1107,1838,2666,1688,1218
2823,2017,2290,456,2381,1454,526,1189,480,452
132,1101,1595,2676,1206,1769,1249,3028,2035,1199
512,2276,632,1067,1097,160,2888,1209,2163,486
2928,30,121,1419,882,1521,2163,2231,2262,835
357,1520,2279,2318,355,1044,34,32,1488,1575
2074,1465,2387,1975,2035,2885,275,2763,2507,2378
1101,1879,1466,2305,728,766,1163,534,2591,1549
847,798,1411,291,104,2184,718,103,2453,974
741,2095,2394,2752,1052,1879,1903,469,380,669
485,1996,2341,1394,1698,1704,108,2125,307,2992
1999,3019,1950,106,2738,1279,1325,71,1761,1499
1597,1774,1024,790,136,982,1069,1158,1110,2728
230,45,989,1371,1456,2847,1877,1427,2382,2943
2582,3026,2106,1819,2220,1886,2555,1813,1531,2539
690,1526,742,1048,3121,834,127,1902,639,1483
862,548,704,682,567,2842,1094,1937,1383,602
2075,1266,2079,608,1385,2771,2945,1518,83,2558
393,2413,2377,3002,3133,95,674,225,2411,1070
1125,336,2615,1481,2132,2476,2452,1413,2106,3064
271,316,2940,2937,111,923,1997,2128,127,1550
269,1245,303,932,2192,1030,1791,84,2793,2154
2187,2219,1477,659,3118,911,1611,326,2020,40
2639,394,1805,1458,363,1546,1458,2803,2816,1941
1170,3027,906,3067,1458,778,2799,638,1181,654
2706,2571,1900,24,1557,2139,2145,2422,2272,2934
687,577,1277,736,332,1194,3086,756,2283,2583
1569,1005,1889,1527,605,1281,2874,1066,813,1689
2004,1323,1131,1783,1712,1645,1971,1366,2203,2761
1979,2712,42,2537,1553,1554,2901,2130,2259,1481
2749,2186,1453,2673,957,1374,22,2597,1313,2962
1890,887,112,1197,366,2515,1989,1057,1746,1060
358,1922,3026,1320,2950,1840,1088,2956,1757,2464
2708,1193,2608,2146,2718,216,1404,2804,1224,1422
989,308,321,2396,1459,2656,501,2837,302,2434
1047,55,981,71,2557,1115,2050,41,897,657
2620,1559,1981,719,629,113,1468,901,2385,3044
570,790,1962,1903,1848,763,2005,2968,797,2861
2335,3087,507,3085,2898,2939,1639,1499,1144,322
897,2,516,2091,1492,331,370,867,3110,1502
445,342,2052,587,599,3,1907,1689,2964,143
1761,1872,3107,1902,2867,1564,1053,1420,391,853
2977,2417,2385,1207,2448,963,753,657,417,1530
3021,982,2555,979,668,2602,949,2342,1919,3034
424,2044,266,485,1345,1514,175,877,217,2566
535,1023,656,308,1112,2255,875,1223,1775,324
64,2360,2276,2878,764,3128,2980,1455,1693,806
218,1077,2284,1483,1220,967,123,1983,315,665
2521,3091,2718,1732,1347,1023,1679,979,233,2612
2477,864,2207,1610,2095,2369,904,1067,1579,1917
593,1319,2927,166,1044,1813,1038,1559,951,1370
1335,2068,861,2944,762,2460,2731,808,484,2289
2923,2217,3042,2910,1535,208,2823,1914,38,1496
124,2039,954,436,1786,69,287,2727,804,2424
2237,10,1890,860,2087,1935,1369,1918,1382,1962
2331,2066,1956,2698,1100,2751,2595,1210,2052,178
3076,617,3000,1976,1807,1352,2842,704,3121,2525
951,469,2018,1295,2795,3148,3095,3018,349,2056
1001,2942,671,2766,1901,2394,2845,1623,1128,2111
982,1607,2877,2361,2979,3061,643,2221,1787,715
89,1009,939,675,1682,3131,3152,952,1356,1325
2491,710,373,2351,60,821,2014,205,1363,24
1897,648,3097,1053,1644,318,1998,692,29,2102
1840,1832,2953,864,1223,1324,511,1590,1545,247
2254,1424,2769,772,2098,2462,1156,2835,1219,2044
2972,867,381,2232,1023,2978,1809,2830,343,1965
1293,2706,17,2821,1890,2042,1530,1631,1465,2428
1797,3070,2156,3047,1775,2760,2193,535,3089,705
2669,2517,2547,700,768,966,1063,1294,1152,2317
468,1255,1017,938,2792,112,1455,1844,2083,605
1319,630,1185,2659,1519,2568,2237,428,2694,1467
1396,1844,3148,194,8,3074,2410,2475,666,1929
228,1999,2310,803,2417,2185,2556,2073,2341,1895
1257,1030,2164,1856,1377,2950,1870,1395,2970,730
1966,1551,479,1875,2037,968,1171,833,284,395
2845,491,2880,3007,1578,2580,1460,2864,925,1220
1781,270,524,1887,588,3055,2425,338,2037,1649
505,2300,2911,899,3137,2642,2299,1028,698,952
1460,3050,1548,2086,1710,2652,2038,2364,1511,2088
2840,689,2196,3024,1479,1883,2971,2113,2827,1140
1716,842,2263,3025,2642,1916,1256,1651,1797,2805
3029,599,2379,2037,2461,1209,2812,1277,2346,3063
1401,2262,2561,2715,571,200,2454,2096,810,1780
2809,299,1056,2385,2208,2555,879,1703,428,2146
550,2275,1875,212,138,958,1289,2694,2953,1793
1638,569,2476,1378,592,2795,2692,1655,1753,2126
71,2596,2921,947,296,1340,2598,2997,1700,742
2096,2337,1643,2599,284,1153,814,1782,477,2127
333,2556,1951,2614,635,1778,885,2168,663,1022
2142,104,2033,2475,2854,2549,1785,1763,738,726
1037,279,578,555,2967,3110,1238,1240,1561,2071
448,1602,2649,2206,358,1145,2337,1543,650,1521
1945,1377,127,2181,2005,716,1416,2094,2889,1576
1904,1946,3105,529,2,1503,2378,2981,2697,1049
2430,478,1617,3136,3034,1388,2332,464,771,2858
1881,1668,1540,332,580,2296,1119,456,1330,2501
1223,1421,1539,1429,1953,466,322,398,1106,2361
3007,1161,777,976,470,2421,1556,2050,2216,2695
2334,1294,1208,2523,2702,672,642,2057,1169,1165
10,2541,971,980,233,1196,620,1296,1907,107
115,1619,2205,240,307,1202,3050,2863,2898,1473
2210,722,1124,2846,1575,1143,690,291,1303,2579
3089,1082,687,1562,91,469,1465,1446,554,1641
3122,2728,2616,216,2709,1084,1224,1720,769,1292
2713,1274,562,2594,3047,605,654,1972,100,2353
964,2719,2332,181,241,3125,2713,3023,2290,108
1119,435,378,2050,328,2174,1232,1522,542,2297
609,1486,2721,1272,1885,2734,2861,106,393,2874
1029,2953,1636,902,1639,2819,1986,1062,658,2343
1308,2247,1199,576,2868,190,1642,1999,1563,2758
6,2680,2805,1407,3108,1306,486,1131,2288,1730
2807,1610,490,1512,2257,602,1716,737,708,970
918,2482,2753,396,1225,2708,3073,1106,2134,2335
2565,2624,1246,1809,2108,1376,3105,2019,1179,2769
2229,1711,444,2105,2750,1535,3036,1231,2992,2063
1379,796,2027,988,1406,882,19,5,1277,593
1908,1509,1852,1929,3041,839,2652,1476,1624,1749
2702,1224,319,1082,3088,681,1064,1935,3023,1594
2505,2886,1304,2458,2681,1383,2964,340,2391,435
401,1295,2011,2988,108,2448,2419,709,2639,449
126,19,1429,1059,437,1057,1285,934,1917,2744
2064,2993,1907,1565,2000,1817,1799,2041,75,195
1917,67,1198,1026,2999,1727,625,1069,1377,76
217,154,3018,1883,2778,688,1840,2146,988,900
966,983,1356,1922,1454,1301,475,2658,1772,2468
3002,3108,2550,2551,3009,1499,3113,1944,2583,2796
419,3023,513,3087,421,1739,1407,1501,1906,2717
1361,2121,853,2877,109,2644,1826,2891,814,1916
630,2440,1303,207,2653,1218,377,937,1016,902
1669,1452,1556,164,700,402,499,2556,153,1469
2361,2299,782,540,1888,2668,416,2697,1573,911
768,711,817,2968,755,578,1384,3138,1065,2162
760,391,472,1840,3140,1465,1707,2930,2255,997
267,379,2382,2653,2086,239,852,70,1368,3108
67,2936,1271,316,964,740,2510,3080,2021,2776
1622,919,959,618,2896,73,2115,1464,1470,2352
338,2073,1137,2234,506,530,925,144,2593,198
1768,2711,2991,612,2503,107,1211,2080,2693,695
2149,2240,2306,1400,1026,2650,2904,322,840,1423
1299,3096,1189,2252,209,264,930,2710,1512,813
2828,751,494,88,5,2399,1158,1963,2601,867
3131,9,2771,368,2987,2778,1536,884,66,303
507,3109,880,521,1618,3080,2499,2933,292,3033
2481,1984,3093,2003,1411,2531,3055,3029,1781,2023
1437,1772,3137,2180,1551,630,1487,1862,2230,1981
2349,2948,1336,3046,2828,154,1967,2283,1914,3092
2978,1874,2691,2500,413,1881,1467,2236,2821,1786
1875,169,2019,2996,2048,1805,2645,1147,1994,1225
99,2635,2685,2696,1495,748,2500,344,2555,288
2686,348,1095,1724,237,861,1074,1943,1943,1272
2584,2589,745,2389,1462,1077,1140,80,2678,509
529,2874,1471,670,2416,136,1022,512,2940,231
2550,2878,1038,1240,3082,242,2256,410,313,2724
2569,2132,2699,394,1170,2725,2239,2460,507,1040
1566,1195,1796,3104,2143,2179,2122,2218,1983,1486
188,2592,1021,1065,1114,254,11,1260,1468,1460
2017,145,2961,1096,1930,539,1374,1486,2001,219
464,493,2626,1628,2949,2482,159,3039,1423,3132
243,2644,2512,1129,1660,935,2898,768,2265,300
775,793,724,1174,2112,31,2236,1505,1707,1996
2714,2285,875,445,2952,268,2460,2432,768,1668
1024,1971,333,2478,444,1570,2428,1916,2465,843
1902,326,884,810,3136,1914,1755,1017,821,541
451,2052,521,391,2239,1953,2198,2149,2996,2770
1935,1598,2060,1676,1298,1973,383,2722,202,1123
2831,744,2056,1062,1788,1901,2203,3007,2572,1513
1963,658,518,1511,997,2846,1533,1089,2812,98
2282,692,1961,2807,383,2637,1535,640,2777,2604
533,600,2403,856,370,624,386,806,2087,672
2868,1035,257,1328,1085,2056,1726,121,700,2431
1278,2161,506,1424,640,817,2982,1868,725,3144
2842,1928,1164,1426,831,2544,1284,1315,1195,889
2113,81,1635,1270,131,2970,1890,2859,2723,1631
2053,358,2536,1312,1071,1400,1057,2335,2652,1553
1555,1303,2200,1495,1288,2936,2748,1252,2459,2614
1469,261,952,195,570,1188,2063,165,156,1282
2982,511,1252,1915,1978,1878,2846,804,2522,648
1606,1620,1684,378,1430,1945,1776,1495,603,1120
46,1596,3101,2441,2154,1615,1020,2056,2462,1787
1646,2979,2438,3000,155,2626,2560,2868,279,1569
1645,1016,1915,3111,2887,937,2360,1349,2282,707
647,1518,400,2309,1751,1331,1664,217,160,1963
3068,2987,1662,1206,589,1466,635,1664,952,2486
697,29,2167,130,646,290,537,1707,498,287
985,2778,2689,905,557,849,2417,812,2792,2505
1717,455,1072,546,365,1835,599,966,150,1829
973,574,1877,2342,2200,1920,398,3044,1428,1842
1948,3119,1200,2129,1476,2877,997,2461,1150,260
1504,1868,2838,1844,2127,2155,3116,155,2755,987
2867,3102,2356,387,2283,2855,679,1452,1862,2483
2970,2788,1267,2031,2936,962,1286,989,1105,1186
2001,1766,1265,2505,338,2789,2596,118,874,1431
1830,2100,2195,729,2261,360,1610,120,2860,2030
600,985,2393,333,1303,1828,713,174,3100,1035
1729,173,2524,450,1386,1545,500,281,3122,596
1864,2727,893,1663,2397,1679,2806,517,30,638
524,959,1847,763,2541,2633,357,2965,971,3136
321,1824,2900,2498,807,1533,2288,2078,36,2534
2177,3054,1501,569,1322,214,588,2152,924,1185
363,1676,208,1022,107,1998,864,31,248,216
856,2446,1201,137,79,2732,145,1749,2882,773
2444,468,2579,699,2769,2512,1154,717,985,1662
611,2905,153,1432,2640,58,2665,367,2479,1700
1420,1895,1517,614,1126,2511,2317,1081,2905,2751
700,2458,2296,1000,2973,1917,822,595,1194,2342
1544,1955,2515,1299,2388,2398,2836,2158,3036,2498
2995,1593,1756,2277,2668,2557,2408,2975,250,183
2227,2257,1991,1117,2214,534,2096,1190,855,2418
2517,1168,332,1228,2776,2083,1917,859,877,1126
1759,1397,1922,349,1691,2467,1760,2873,2082,518
2360,2491,2305,1880,1180,312,2327,2058,3016,619
1374,1061,2028,2150,187,390,1950,1497,1636,1252
2473,905,829,1079,2883,2808,1033,1649,1256,1216
1385,486,2559,190,946,1105,365,1964,1615,2807
1056,2412,2485,1156,2399,1971,555,987,991,1983
2295,2107,1064,226,2361,445,2654,636,96,199
1500,1603,1455,2777,1121,3004,3068,1082,1318,1323
1377,123,2851,795,866,3015,425,1105,1510,607
2440,2303,620,1550,1608,419,483,2281,620,1372
1853,567,1692,2725,1039,3142,2042,1121,2398,1508
494,2674,586,232,2487,606,2506,313,3126,883
1960,2241,2933,1575,664,2845,846,791,1440,1396
1140,398,1421,1605,1193,1834,716,2698,1043,2385
2885,1657,2363,3106,2001,2529,569,3054,3113,26
1242,96,2881,762,2510,591,590,1000,2228,2704
2631,1825,2107,920,2091,1820,1613,3126,1876,39
1255,2455,2562,635,2636,2144,1167,2919,43,2248
1413,320,1491,1284,2340,1506,735,606,2317,2107
2554,2758,3033,412,1793,357,289,421,1405,201
2060,1135,2009,288,1922,750,2705,2436,1898,2152
2380,1169,59,861,1595,2922,1079,124,2729,666
2037,1204,2445,725,944,1476,1674,2751,1679,2520
810,3003,1941,1183,2411,734,1187,2271,2873,727
1744,576,2350,2074,2927,248,1553,2793,3093,1200
2107,2171,2251,496,843,626,2811,37,591,2411
1886,1114,365,917,2058,1339,144,788,2608,797
1561,2521,250,297,1976,41,1893,2774,1173,610
836,2553,2997,901,181,2868,2698,2490,1613,185
2028,1472,2634,751,2313,2286,3127,264,873,2239
880,2934,1960,2836,2752,3043,1972,1008,1717,415
113,595,1389,121,1709,2971,769,814,1644,2106
2446,2580,998,2528,863,1675,2465,2927,1081,2702
561,141,696,87,2043,297,668,441,1669,1139
2150,2078,932,1049,3144,2308,1098,2448,162,1385
190,1219,2676,2095,1957,3057,2585,207,1384,2094
1265,1504,1657,187,1959,2672,1839,1841,121,232
2765,119,1485,1216,2217,1493,606,2754,2364,763
2436,2945,3034,1254,2485,2112,232,1667,798,2575
